employee_id,age,years_experience,education_level,department,company_size,region,gender,ethnicity,marital_status,remote_status,training_hours,certifications_count,job_level,performance_rating,manager_feedback_score,work_life_balance_score,salary_satisfaction,annual_income_usd,bonus_percent,commute_time_minutes,overtime_hours_monthly,job_satisfaction_score,promoted_next_year,left_company
542,27,0,bachelor,IT,medium,east,female,white,married,on-site,47.0,0,entry,3.6,3.1,4.5,6.8,51599.0,10.2,31.0,9,2.5,no,yes
543,48,3,bachelor,IT,small,north,female,white,single,remote,25.0,0,entry,4.7,5.3,9.4,6.5,64229.0,18.4,28.0,4,7.9,no,no
544,34,39,master,Operations,large,south,female,black,divorced,remote,36.0,1,entry,4.8,6.1,3.5,7.2,58643.0,1.8,40.0,5,4.5,no,yes
545,51,34,high school,Finance,large,east,male,black,divorced,hybrid,13.0,2,entry,3.2,6.4,3.0,1.3,79906.0,13.8,20.0,10,3.4,no,yes
546,39,31,PhD,Finance,large,south,male,asian,single,hybrid,16.0,3,mid,2.9,9.4,2.9,3.6,68465.0,13.4,40.0,4,5.0,no,yes
547,36,33,master,Operations,medium,south,female,other,divorced,hybrid,17.0,2,senior,2.3,7.0,1.8,9.2,93368.0,19.0,29.0,1,4.5,no,yes
548,25,24,bachelor,HR,small,north,male,hispanic,married,hybrid,45.0,0,senior,3.4,8.1,9.1,4.8,82644.0,7.4,39.0,7,6.3,no,no
549,55,9,master,Finance,medium,east,male,asian,divorced,remote,18.0,0,entry,4.8,6.2,9.8,9.6,52660.0,6.1,24.0,2,6.7,no,no
550,32,20,bachelor,Operations,small,south,male,white,married,remote,12.0,0,entry,3.7,8.5,9.6,2.9,61489.0,3.4,38.0,7,4.9,no,no
551,45,38,bachelor,HR,large,west,male,other,single,remote,33.0,2,entry,4.0,3.4,8.7,10.0,52710.0,5.3,22.0,6,4.2,no,no
552,41,26,PhD,HR,small,east,male,other,single,hybrid,21.0,2,executive,2.3,2.9,8.6,7.3,52728.0,10.0,46.0,5,2.6,no,yes
553,56,26,high school,Sales,small,west,female,black,divorced,remote,18.0,0,mid,2.4,9.3,6.9,8.0,34094.0,16.8,29.0,5,2.7,no,yes
554,43,1,high school,HR,medium,north,male,other,single,on-site,14.0,3,entry,3.4,7.2,8.4,4.6,88825.0,5.7,26.0,1,5.4,no,no
555,36,12,bachelor,Finance,medium,west,male,other,single,hybrid,25.0,1,senior,4.9,7.0,2.9,9.2,95846.0,3.2,18.0,4,3.1,no,yes
556,59,8,bachelor,Finance,large,east,female,white,divorced,on-site,31.0,2,entry,3.1,5.2,4.5,5.9,50249.0,5.4,32.0,7,1.0,no,yes
557,62,35,bachelor,Operations,medium,south,nonbinary,asian,married,hybrid,28.0,0,senior,4.6,4.4,6.8,7.1,48235.0,2.0,29.0,3,3.1,no,yes
558,59,21,master,Operations,small,south,male,other,divorced,remote,15.0,0,entry,2.4,6.0,8.9,1.9,81219.0,18.5,17.0,9,3.8,no,yes
559,34,25,bachelor,HR,small,east,male,black,divorced,hybrid,10.0,1,entry,3.9,2.1,6.9,6.7,53612.0,17.5,23.0,6,2.9,no,yes
560,51,11,bachelor,IT,medium,south,female,asian,married,on-site,0.0,0,mid,3.8,5.1,8.6,8.9,95482.0,6.2,10.0,7,8.7,no,no
561,25,16,high school,Sales,small,west,female,black,married,hybrid,11.0,1,senior,4.6,5.1,5.3,2.6,55665.0,4.9,19.0,4,2.4,no,yes
562,55,13,bachelor,IT,medium,south,female,other,married,on-site,16.0,3,senior,2.0,5.8,7.5,7.6,30000.0,18.1,29.0,4,8.4,no,no
563,43,13,high school,HR,medium,south,female,asian,divorced,remote,19.0,0,mid,2.6,6.7,9.8,1.2,67395.0,0.0,34.0,3,3.7,no,yes
564,49,33,high school,HR,large,west,male,other,married,on-site,17.0,1,entry,2.7,9.6,2.4,9.3,58154.0,12.0,27.0,6,6.4,no,yes
565,63,19,bachelor,IT,large,west,female,white,single,remote,48.0,0,mid,4.8,6.9,9.3,9.8,72946.0,18.3,35.0,2,4.8,no,no
566,31,10,high school,Sales,large,west,male,asian,married,on-site,25.0,0,executive,2.5,9.0,5.7,4.2,63022.0,10.2,20.0,7,8.7,no,no
567,38,15,high school,IT,large,north,female,black,single,remote,8.0,2,mid,2.1,6.0,6.8,2.0,81531.0,0.1,34.0,5,6.7,no,no
568,32,30,high school,Operations,small,west,female,white,married,on-site,27.0,1,senior,3.6,6.6,8.9,6.9,78463.0,4.4,29.0,1,7.5,no,no
569,29,5,PhD,Finance,small,west,nonbinary,hispanic,single,remote,24.0,2,mid,3.6,1.6,4.7,1.3,76515.0,18.4,28.0,8,6.1,no,no
570,30,18,PhD,Operations,medium,north,male,black,single,remote,10.0,1,mid,4.5,2.2,4.8,5.3,73815.0,0.3,30.0,7,4.9,no,no
571,64,36,bachelor,Finance,large,south,male,other,single,remote,23.0,0,mid,4.8,6.2,5.7,3.4,69988.0,7.9,24.0,1,5.1,no,no
572,37,3,PhD,HR,large,west,female,black,single,on-site,25.0,1,senior,3.6,4.6,1.2,5.3,42054.0,15.8,15.0,2,1.0,no,yes
573,58,3,master,Sales,large,east,female,hispanic,single,on-site,30.0,0,senior,4.8,8.2,5.5,1.2,77786.0,16.8,20.0,3,1.0,yes,yes
574,27,19,bachelor,IT,small,west,female,black,married,remote,2.0,2,mid,4.2,5.9,3.6,1.5,84639.0,9.6,16.0,7,1.0,no,yes
575,33,9,high school,Sales,large,west,male,white,divorced,hybrid,26.0,2,mid,2.8,8.9,9.4,1.1,76980.0,4.6,28.0,4,2.3,no,yes
576,60,23,master,IT,medium,north,male,black,divorced,remote,34.0,2,entry,4.8,9.8,1.8,6.6,65970.0,12.0,37.0,2,3.2,yes,yes
577,62,34,master,Operations,small,east,female,asian,divorced,hybrid,39.0,0,entry,4.0,2.3,5.1,6.0,81807.0,5.3,45.0,6,5.6,no,no
578,29,25,bachelor,Operations,medium,south,male,hispanic,divorced,remote,8.0,1,senior,3.2,4.6,9.5,3.1,74732.0,5.1,25.0,2,2.7,no,yes
579,47,36,master,IT,small,south,female,black,divorced,on-site,19.0,0,entry,4.0,7.0,9.1,6.8,84202.0,16.2,28.0,7,5.3,no,no
580,22,37,bachelor,Sales,medium,east,male,hispanic,single,hybrid,20.0,1,senior,3.2,3.7,7.3,9.0,68248.0,3.1,49.0,3,5.2,no,no
581,25,20,master,IT,medium,west,female,white,married,on-site,27.0,2,senior,2.3,3.4,6.3,3.5,41453.0,0.1,26.0,4,3.8,no,yes
582,49,39,PhD,HR,medium,north,female,asian,single,hybrid,18.0,2,senior,4.2,8.3,3.5,8.5,66425.0,6.7,24.0,6,4.1,yes,yes
583,57,38,bachelor,Operations,medium,east,female,other,married,hybrid,13.0,0,senior,4.5,9.8,4.3,7.0,51027.0,9.8,29.0,4,8.0,yes,no
584,58,20,master,HR,large,east,male,black,married,hybrid,22.0,1,mid,4.2,8.0,1.8,1.3,60727.0,14.1,26.0,6,3.2,yes,yes
585,39,9,bachelor,Operations,medium,south,female,white,married,hybrid,17.0,1,senior,2.7,5.7,8.1,4.4,71731.0,15.6,23.0,5,5.4,no,no
586,28,37,bachelor,Operations,medium,north,male,hispanic,married,on-site,26.0,0,entry,4.9,5.0,3.9,5.6,89801.0,13.3,16.0,5,8.7,no,yes
587,21,3,master,Finance,large,east,female,hispanic,divorced,hybrid,12.0,0,mid,2.1,5.9,7.0,7.6,83320.0,12.5,46.0,5,8.9,no,no
588,42,19,high school,HR,large,north,male,white,married,remote,10.0,3,senior,3.0,5.2,4.2,3.6,74176.0,13.3,36.0,7,3.6,no,yes
589,37,16,bachelor,HR,small,west,male,black,married,remote,33.0,1,entry,2.8,5.5,5.2,9.8,94962.0,5.4,46.0,6,6.3,no,no
590,27,6,high school,Finance,medium,south,male,other,divorced,hybrid,43.0,1,senior,2.1,2.8,6.0,7.2,70947.0,7.6,40.0,4,2.2,no,yes
591,45,3,bachelor,Sales,small,west,male,black,single,on-site,38.0,1,senior,3.2,9.1,8.2,4.4,74048.0,12.3,30.0,5,1.9,no,yes
592,24,28,bachelor,HR,small,north,nonbinary,asian,single,on-site,19.0,2,senior,3.9,7.8,2.9,1.9,62417.0,1.3,13.0,6,5.0,no,yes
593,56,13,master,IT,medium,west,male,black,single,hybrid,31.0,2,entry,4.6,7.1,4.6,2.6,48611.0,5.9,21.0,3,1.9,yes,yes
594,26,2,high school,Finance,large,south,female,asian,single,on-site,13.0,1,mid,5.0,9.5,2.2,5.4,81138.0,8.1,27.0,6,5.7,yes,yes
595,51,23,bachelor,HR,small,north,nonbinary,hispanic,married,on-site,25.0,1,entry,4.4,3.6,1.7,5.5,38638.0,10.7,20.0,10,7.0,no,yes
596,39,36,high school,Sales,large,east,male,asian,divorced,on-site,14.0,1,senior,3.4,1.7,6.4,7.9,51375.0,9.7,12.0,5,1.0,no,yes
597,64,15,master,HR,large,west,female,other,divorced,hybrid,33.0,0,mid,4.2,8.4,2.7,7.5,73550.0,14.4,21.0,8,1.0,yes,yes
598,59,3,PhD,Operations,large,south,male,white,single,remote,31.0,0,mid,4.5,10.0,1.5,2.8,53020.0,9.5,28.0,6,2.2,yes,yes
599,47,23,PhD,IT,small,east,male,asian,divorced,remote,41.0,1,mid,3.4,6.2,9.1,6.4,70356.0,18.1,46.0,5,7.5,no,no
600,30,33,master,Finance,large,south,male,black,married,remote,18.0,0,entry,4.4,1.5,5.8,1.2,72947.0,7.6,23.0,5,4.9,no,no
601,46,29,master,Operations,medium,north,female,asian,single,remote,36.0,2,entry,3.4,8.0,2.2,4.6,58794.0,10.5,37.0,7,5.6,no,yes
602,39,17,high school,Sales,medium,north,male,hispanic,married,remote,25.0,2,entry,3.2,1.7,1.5,7.9,71103.0,0.1,20.0,7,3.1,no,yes
603,59,18,bachelor,Operations,small,west,female,asian,married,on-site,21.0,0,mid,3.6,5.9,2.1,4.6,70836.0,6.2,28.0,4,3.4,no,yes
604,23,30,bachelor,Operations,small,south,female,other,married,on-site,23.0,2,senior,4.0,3.5,5.2,8.5,47188.0,17.3,30.0,6,4.6,no,no
605,33,18,master,Sales,large,south,female,asian,married,on-site,37.0,1,entry,4.2,9.2,7.0,9.8,80931.0,6.7,46.0,4,9.2,yes,no
606,48,18,PhD,Operations,medium,south,male,other,married,hybrid,19.0,0,entry,3.1,5.1,6.8,6.5,30000.0,5.1,3.0,8,3.6,no,yes
607,40,21,high school,Finance,small,north,female,black,single,on-site,19.0,1,mid,3.7,9.1,2.3,2.3,107569.0,10.9,22.0,4,4.0,no,yes
608,48,23,PhD,HR,small,west,female,hispanic,married,remote,0.0,0,senior,4.7,3.7,6.7,4.4,80682.0,1.6,32.0,2,1.7,no,yes
609,28,11,bachelor,Operations,medium,south,female,white,single,on-site,19.0,1,entry,4.9,4.5,4.6,1.1,90423.0,10.6,34.0,5,3.7,no,yes
610,61,29,bachelor,Finance,small,south,female,black,divorced,remote,23.0,1,entry,2.7,9.5,5.2,6.4,83234.0,6.1,18.0,6,5.7,no,no
611,59,37,high school,HR,large,east,female,black,married,on-site,12.0,0,entry,2.6,2.8,8.2,8.4,69144.0,7.7,30.0,4,10.0,no,no
612,21,30,high school,HR,small,south,male,white,married,remote,10.0,2,entry,4.0,6.2,4.0,6.7,54561.0,15.8,30.0,5,1.4,no,yes
613,23,35,bachelor,Operations,small,west,male,asian,divorced,on-site,1.0,1,entry,3.2,4.5,2.3,8.1,69509.0,13.2,45.0,7,5.5,no,yes
614,33,18,bachelor,Finance,medium,east,male,asian,single,remote,14.0,1,entry,2.1,8.0,8.9,8.2,86722.0,8.9,32.0,8,5.7,no,no
615,48,35,high school,Operations,medium,east,male,asian,married,remote,34.0,0,senior,3.0,2.2,2.9,8.7,53547.0,11.6,29.0,4,4.9,no,yes
616,45,29,bachelor,Sales,medium,east,male,hispanic,divorced,hybrid,5.0,1,mid,4.4,4.9,3.6,3.4,73140.0,15.3,23.0,5,4.7,no,yes
617,53,32,master,HR,medium,north,male,black,divorced,on-site,28.0,0,entry,4.4,7.3,7.4,8.8,33796.0,14.9,36.0,6,5.6,yes,no
618,58,17,master,Operations,large,east,male,other,married,remote,29.0,2,mid,3.5,4.7,7.2,6.9,53832.0,3.7,27.0,2,2.9,no,yes
619,26,27,PhD,HR,medium,south,nonbinary,white,single,on-site,45.0,1,mid,3.4,1.5,8.2,3.6,52827.0,6.0,24.0,3,1.5,no,yes
620,64,10,bachelor,Finance,small,north,male,black,single,remote,30.0,1,senior,3.7,7.3,2.7,9.9,103607.0,7.0,20.0,6,5.2,no,yes
621,52,32,bachelor,IT,medium,north,female,asian,married,hybrid,30.0,1,entry,2.7,5.5,4.2,9.6,43251.0,3.8,27.0,3,3.4,no,yes
622,41,16,master,Operations,large,north,female,white,divorced,hybrid,24.0,2,senior,3.6,1.1,2.1,6.2,77971.0,0.2,37.0,5,1.7,no,yes
623,36,5,bachelor,Operations,medium,north,female,other,married,hybrid,20.0,1,senior,2.0,6.5,5.9,8.6,101889.0,3.5,25.0,8,3.0,no,yes
624,41,3,high school,HR,small,north,female,black,single,hybrid,29.0,1,entry,3.4,9.3,3.6,3.4,90108.0,16.2,30.0,2,5.6,no,yes
625,31,19,high school,Finance,large,north,male,black,divorced,remote,32.0,5,senior,3.0,2.0,7.2,4.7,100429.0,10.9,24.0,3,1.9,no,yes
626,57,26,bachelor,Sales,medium,north,male,hispanic,married,on-site,22.0,1,mid,4.0,6.3,1.0,2.7,103399.0,6.8,32.0,3,1.9,no,yes
627,56,14,high school,Finance,medium,east,male,black,divorced,hybrid,33.0,0,mid,3.9,7.6,1.5,5.7,71124.0,12.2,31.0,7,6.5,no,yes
628,55,5,bachelor,Operations,small,west,male,black,single,hybrid,49.0,2,entry,3.1,1.6,4.9,5.5,79502.0,14.8,22.0,7,3.3,no,yes
629,39,13,high school,Sales,small,south,female,other,single,hybrid,21.0,0,entry,2.0,1.2,9.6,2.9,73899.0,7.1,38.0,7,5.3,no,no
630,40,10,high school,Finance,medium,south,female,other,single,on-site,21.0,1,mid,2.8,5.2,9.0,7.1,79615.0,9.3,15.0,3,3.8,no,yes
631,38,38,bachelor,IT,small,east,male,white,married,remote,19.0,0,entry,3.9,8.1,9.9,2.1,78436.0,1.3,41.0,2,6.4,no,no
632,61,8,bachelor,HR,medium,east,male,asian,divorced,remote,21.0,3,mid,2.2,2.4,4.8,1.6,104348.0,11.9,33.0,4,3.3,no,yes
633,34,25,bachelor,Finance,medium,north,male,other,married,remote,32.0,0,entry,2.3,8.5,1.4,4.5,75836.0,7.1,36.0,5,1.9,no,yes
634,35,15,high school,Finance,small,west,male,white,married,remote,21.0,1,mid,3.9,6.9,3.8,4.7,50925.0,8.7,13.0,7,4.3,no,yes
635,51,4,high school,IT,large,north,female,black,married,on-site,22.0,0,mid,4.3,4.0,7.1,3.9,81917.0,8.5,29.0,5,3.3,no,yes
636,21,9,bachelor,Operations,large,east,male,white,married,on-site,18.0,1,entry,3.0,5.6,2.2,3.3,84616.0,12.6,45.0,4,3.5,no,yes
637,23,2,bachelor,HR,large,north,female,white,divorced,on-site,25.0,2,mid,3.5,9.7,3.7,4.0,53561.0,11.4,29.0,9,2.2,no,yes
638,36,12,bachelor,Finance,small,south,male,white,divorced,hybrid,15.0,2,mid,4.8,2.9,1.5,2.5,52743.0,8.4,31.0,6,1.0,no,yes
639,43,29,bachelor,Sales,small,south,male,white,married,on-site,8.0,1,entry,4.8,5.5,5.3,4.6,89017.0,0.3,19.0,12,1.4,no,yes
640,31,5,PhD,Finance,medium,north,female,other,married,remote,24.0,0,entry,2.9,6.6,2.9,9.1,59339.0,12.4,16.0,3,2.4,no,yes
641,32,16,bachelor,HR,small,west,female,asian,single,on-site,40.0,1,entry,4.4,2.2,1.8,3.0,61728.0,17.6,32.0,4,1.0,no,yes
642,30,18,bachelor,Finance,large,north,nonbinary,white,single,hybrid,17.0,1,entry,3.8,1.4,4.7,7.2,60771.0,15.4,23.0,6,4.3,no,no
643,52,34,bachelor,IT,small,north,female,hispanic,divorced,remote,10.0,0,senior,4.9,1.1,4.2,2.3,74903.0,19.6,24.0,6,2.2,no,yes
644,36,25,bachelor,Finance,medium,west,male,black,single,on-site,39.0,1,mid,3.4,3.9,5.8,4.2,92065.0,2.8,31.0,4,3.9,no,yes
645,28,4,bachelor,Finance,medium,west,male,black,divorced,remote,20.0,1,entry,4.3,1.7,7.7,3.9,83373.0,4.5,37.0,2,1.6,no,yes
646,58,28,bachelor,Sales,medium,west,female,black,divorced,remote,29.0,2,entry,4.3,8.2,2.0,9.4,60755.0,10.8,35.0,5,4.9,yes,yes
647,32,36,master,IT,small,south,female,black,divorced,on-site,13.0,1,entry,3.5,10.0,8.1,4.9,96761.0,4.7,31.0,8,8.9,no,no
648,44,19,high school,IT,medium,north,female,black,single,on-site,20.0,0,mid,4.4,1.6,1.2,7.2,87389.0,0.7,39.0,6,2.9,no,yes
649,48,20,high school,Finance,small,east,male,white,single,hybrid,34.0,2,entry,2.8,4.9,5.0,6.4,89849.0,8.0,40.0,2,5.9,no,no
650,28,9,bachelor,Sales,large,west,nonbinary,asian,divorced,on-site,21.0,0,mid,2.4,1.2,6.3,2.3,89199.0,5.8,29.0,4,1.7,no,yes
651,48,4,master,Finance,small,west,male,hispanic,divorced,on-site,21.0,1,entry,3.3,2.2,9.6,9.5,59708.0,5.3,47.0,4,4.5,no,no
652,56,35,high school,Finance,large,north,female,other,married,on-site,5.0,1,senior,4.8,3.9,6.2,4.1,51603.0,19.1,19.0,4,4.9,no,no
653,46,5,PhD,HR,large,east,female,hispanic,divorced,remote,28.0,1,entry,3.5,4.5,2.4,1.4,63232.0,4.8,15.0,2,1.0,no,yes
654,28,25,bachelor,HR,small,north,male,other,divorced,hybrid,12.0,0,mid,3.9,9.5,5.7,3.7,89812.0,2.6,44.0,5,5.1,no,no
655,48,3,PhD,Sales,large,north,female,other,married,remote,31.0,2,senior,3.9,4.6,4.6,4.0,46403.0,2.5,23.0,8,3.9,no,yes
656,48,38,PhD,Operations,small,west,male,hispanic,divorced,on-site,22.0,1,mid,2.4,5.5,5.3,1.8,43698.0,16.1,3.0,4,2.8,no,yes
657,57,38,bachelor,HR,large,west,nonbinary,white,divorced,hybrid,23.0,0,senior,3.2,3.2,2.8,6.6,33724.0,14.3,27.0,7,1.4,no,yes
658,61,34,high school,Operations,medium,south,male,black,divorced,on-site,28.0,2,mid,4.1,1.0,5.5,4.1,44878.0,2.6,42.0,2,1.5,no,yes
659,56,0,high school,IT,medium,east,female,white,married,remote,24.0,1,mid,4.9,9.1,2.4,6.7,54218.0,4.4,27.0,3,2.0,yes,yes
660,47,23,high school,HR,medium,east,male,black,single,remote,37.0,2,mid,2.5,1.7,7.7,1.1,72490.0,14.9,12.0,3,3.6,no,yes
661,37,35,master,HR,small,west,female,asian,divorced,on-site,36.0,2,executive,3.2,9.7,6.3,9.8,46971.0,5.5,27.0,5,8.4,no,no
662,29,5,high school,Sales,large,west,female,other,married,hybrid,8.0,2,mid,2.3,2.2,1.7,2.5,83239.0,19.6,28.0,4,1.0,no,yes
663,53,30,bachelor,Operations,small,west,male,hispanic,divorced,remote,18.0,1,senior,2.7,6.4,9.0,6.9,70901.0,10.8,27.0,6,10.0,no,no
664,40,19,bachelor,HR,medium,east,male,asian,married,on-site,28.0,0,entry,3.1,10.0,6.5,7.4,30000.0,3.8,23.0,6,4.9,no,no
665,33,23,PhD,HR,medium,south,female,black,divorced,on-site,11.0,3,mid,3.6,2.2,3.8,2.5,69630.0,17.2,23.0,4,1.0,no,yes
666,48,24,high school,Sales,large,east,male,white,married,on-site,4.0,2,senior,2.7,4.8,1.4,2.0,72831.0,6.4,37.0,3,3.8,no,yes
667,49,35,high school,Sales,small,west,female,hispanic,single,hybrid,12.0,0,entry,2.7,8.0,6.7,2.4,108330.0,5.8,24.0,2,6.1,no,no
668,33,20,high school,Operations,medium,west,male,other,single,on-site,19.0,1,executive,4.3,1.3,4.4,3.2,74841.0,6.5,32.0,5,3.7,no,yes
669,55,29,PhD,IT,medium,south,female,asian,single,on-site,0.0,0,entry,4.9,7.2,9.2,2.5,34615.0,15.4,32.0,5,7.6,yes,no
670,26,23,bachelor,IT,large,north,male,other,divorced,remote,9.0,4,senior,3.0,1.7,1.3,7.1,74592.0,3.5,24.0,3,1.0,no,yes
671,38,29,high school,Finance,small,north,male,black,married,on-site,2.0,1,mid,4.1,3.1,1.4,4.8,73488.0,7.6,22.0,2,3.1,no,yes
672,25,21,high school,HR,small,east,male,other,divorced,hybrid,31.0,0,entry,2.8,2.4,9.5,5.8,82098.0,0.6,31.0,3,1.9,no,yes
673,45,27,high school,Operations,small,north,male,white,divorced,on-site,29.0,0,senior,4.8,9.2,9.7,1.4,122739.0,16.5,13.0,4,8.1,yes,no
674,22,6,high school,HR,large,north,male,asian,married,hybrid,23.0,0,entry,4.0,2.6,1.2,8.8,59269.0,6.8,50.0,8,4.9,no,yes
675,30,34,PhD,Operations,small,east,female,asian,divorced,on-site,21.0,0,entry,4.4,1.4,7.4,2.5,56948.0,5.0,24.0,5,5.2,no,no
676,50,27,master,Operations,medium,west,female,white,married,on-site,25.0,1,entry,2.1,6.3,3.0,4.2,79382.0,11.6,26.0,7,3.5,no,yes
677,25,13,bachelor,Operations,small,north,female,other,married,on-site,10.0,0,mid,3.8,4.1,7.3,1.6,106511.0,14.1,37.0,2,5.8,no,no
678,53,9,master,HR,large,west,female,white,single,hybrid,33.0,1,executive,3.6,4.7,8.8,2.2,83421.0,16.3,28.0,7,4.8,no,no
679,21,15,high school,Sales,large,east,male,hispanic,single,remote,21.0,1,entry,2.9,2.1,1.9,7.0,63147.0,7.0,26.0,4,5.4,no,yes
680,38,15,master,HR,medium,west,female,white,single,hybrid,29.0,5,mid,2.8,7.7,3.1,7.2,89697.0,16.2,17.0,3,4.1,no,yes
681,52,30,master,Operations,medium,west,male,other,married,remote,29.0,3,entry,3.7,6.4,1.2,7.1,105877.0,9.3,31.0,5,3.1,no,yes
682,31,24,bachelor,Finance,small,east,female,white,single,hybrid,25.0,1,senior,4.1,4.3,1.4,6.0,54624.0,2.0,25.0,4,3.8,no,yes
683,41,12,master,IT,small,west,male,black,married,on-site,23.0,2,entry,2.1,2.5,1.3,9.6,49986.0,16.9,51.0,7,1.0,no,yes
684,46,5,high school,Operations,small,north,male,white,divorced,on-site,22.0,0,entry,3.7,6.3,8.2,5.6,71117.0,11.0,28.0,7,5.0,no,no
685,45,8,high school,Finance,medium,north,male,white,single,remote,19.0,1,entry,2.5,8.0,3.7,5.0,76023.0,12.0,7.0,6,4.4,no,yes
686,42,35,high school,Sales,medium,north,female,other,married,remote,25.0,0,mid,2.4,3.8,5.4,3.2,97681.0,18.7,40.0,6,1.0,no,yes
687,47,19,bachelor,Operations,large,north,male,hispanic,married,hybrid,22.0,0,senior,3.9,1.2,8.1,1.9,60625.0,11.2,20.0,3,3.4,no,yes
688,33,17,master,Finance,medium,west,female,hispanic,married,hybrid,15.0,0,mid,2.9,2.9,5.5,5.9,78038.0,0.1,31.0,9,4.7,no,no
689,53,20,PhD,Operations,medium,north,male,other,married,remote,26.0,1,entry,3.3,7.1,4.9,3.8,101138.0,17.4,44.0,4,6.0,no,no
690,54,3,bachelor,HR,medium,west,female,other,single,remote,23.0,3,mid,3.1,9.9,1.1,5.7,74480.0,5.7,27.0,7,1.4,no,yes
691,61,32,master,Finance,medium,south,female,other,single,hybrid,32.0,1,senior,3.9,1.1,6.1,2.9,62096.0,10.0,28.0,6,4.8,no,no
692,55,26,master,HR,small,west,male,black,single,remote,2.0,3,entry,3.4,3.8,2.1,8.5,81404.0,4.1,39.0,1,1.0,no,yes
693,21,6,high school,HR,medium,north,female,asian,married,remote,20.0,0,entry,4.9,1.6,7.9,10.0,63393.0,5.9,44.0,0,3.0,no,yes
694,41,5,bachelor,Finance,medium,south,female,white,divorced,remote,13.0,0,entry,3.1,3.8,3.3,3.9,76752.0,13.7,29.0,5,7.0,no,yes
695,26,14,high school,IT,large,east,female,other,married,remote,15.0,1,senior,4.2,4.7,7.1,8.6,66272.0,8.6,50.0,7,5.6,no,no
696,48,17,bachelor,Finance,large,west,female,other,divorced,on-site,26.0,0,mid,2.8,9.3,6.8,8.9,67113.0,12.5,13.0,6,4.5,no,no
697,37,31,PhD,IT,medium,north,female,other,single,on-site,6.0,1,mid,3.5,1.7,6.6,10.0,61943.0,16.5,21.0,5,1.8,no,yes
698,25,10,high school,Operations,small,north,female,hispanic,married,remote,21.0,2,entry,3.7,8.0,3.4,4.1,58526.0,6.8,25.0,1,1.7,no,yes
699,51,19,master,Operations,medium,north,male,other,married,hybrid,20.0,0,entry,3.0,4.6,3.4,7.8,89880.0,11.4,41.0,5,2.1,no,yes
700,25,23,bachelor,Finance,medium,east,female,white,single,on-site,10.0,0,executive,3.4,8.3,8.8,3.1,73800.0,15.6,32.0,8,7.7,no,no
701,58,14,bachelor,Operations,small,south,male,other,married,hybrid,22.0,0,entry,2.8,5.6,1.1,6.6,95476.0,14.3,23.0,9,4.4,no,yes
702,23,6,bachelor,Sales,large,south,male,white,divorced,hybrid,12.0,0,senior,2.0,1.4,2.6,7.3,30000.0,10.8,19.0,3,4.8,no,yes
703,43,20,bachelor,HR,large,north,female,black,divorced,on-site,42.0,0,mid,2.6,9.5,6.5,7.7,59604.0,7.7,15.0,3,4.2,no,no
704,57,25,high school,HR,large,west,male,asian,divorced,hybrid,32.0,1,entry,4.1,1.7,8.4,2.9,55186.0,8.2,35.0,3,1.0,no,yes
705,57,13,high school,IT,small,north,male,hispanic,married,hybrid,21.0,3,mid,4.3,6.4,4.2,8.6,64921.0,8.7,26.0,3,6.2,no,no
706,30,36,high school,Operations,large,north,female,white,married,remote,16.0,0,senior,2.8,8.9,6.9,4.8,49360.0,7.0,40.0,7,5.6,no,no
707,30,20,bachelor,IT,large,west,female,black,divorced,remote,25.0,1,mid,3.2,1.7,6.0,2.9,37855.0,14.0,16.0,5,1.3,no,yes
708,39,17,high school,HR,medium,north,female,asian,married,remote,28.0,0,senior,2.1,6.0,1.6,5.9,83445.0,2.5,34.0,5,5.5,no,yes
709,37,4,master,HR,medium,east,female,asian,divorced,on-site,23.0,1,entry,2.7,8.4,6.6,8.8,58136.0,19.3,30.0,3,8.9,no,no
710,41,2,bachelor,Operations,large,north,female,asian,single,remote,10.0,0,mid,4.3,9.9,8.3,9.7,81113.0,15.6,24.0,7,10.0,yes,no
711,34,22,bachelor,Sales,medium,east,male,white,divorced,hybrid,18.0,2,senior,3.8,7.5,9.9,7.7,46434.0,6.0,25.0,7,4.7,no,no
712,29,25,bachelor,Sales,medium,north,male,black,single,hybrid,21.0,0,senior,2.6,3.5,1.3,1.1,37280.0,0.9,31.0,2,4.1,no,yes
713,21,36,bachelor,Operations,medium,south,female,other,single,hybrid,23.0,2,mid,2.8,7.3,6.9,2.2,74825.0,14.2,30.0,6,5.5,no,no
714,33,23,PhD,Operations,medium,west,male,black,single,hybrid,23.0,2,mid,4.5,7.4,4.7,1.7,82654.0,14.7,21.0,5,2.7,yes,yes
715,24,18,high school,IT,small,south,female,black,divorced,hybrid,27.0,2,entry,2.6,7.3,1.1,1.9,57689.0,19.3,35.0,2,5.3,no,yes
716,21,24,high school,Operations,large,north,female,black,divorced,on-site,33.0,1,entry,3.0,8.7,6.5,4.4,49659.0,5.1,42.0,5,3.7,no,yes
717,60,20,master,Sales,medium,north,male,white,married,hybrid,30.0,2,entry,4.0,1.8,2.1,4.0,94985.0,1.7,28.0,1,1.0,no,yes
718,52,11,high school,Operations,medium,east,female,white,married,on-site,26.0,2,entry,3.7,2.0,4.4,2.0,68855.0,18.3,36.0,4,4.1,no,no
